"","SYMBOL","FC","DESeq2.STAT","PVAL","ADJ.PVAL"
"8309","ACOX2",-3.51323534977661,-10.5736029871203,3.95020563585756e-26,4.81056042334734e-22
"54058","C21orf58",2.21806096016612,10.5733327795785,3.96160713579576e-26,4.82444516997207e-22
"8516","ITGA8",-3.79344897611933,-10.5559882343209,4.76597716609782e-26,5.80400699287392e-22
"10875","FGL2",-3.67416645377827,-10.5337030528101,6.04102289758938e-26,7.35675768468435e-22
"55083","KIF26B",3.26756061382475,10.5157780279821,7.30751500541612e-26,8.89909177359575e-22
"100128164","LOC100128164",-4.71065636487968,-10.5152806345255,7.34617748977659e-26,8.94617494704994e-22
"3899","AFF3",-4.65420702432928,-10.498137026049,8.81016693253153e-26,1.07290212904369e-21
"1674","DES",-6.14084648973119,-10.4971699014894,8.90087381326001e-26,1.0839484129788e-21
"185","AGTR1",-4.07281131173553,-10.4361208272313,1.69600279316936e-25,2.06539220152165e-21
"25802","LMOD1",-4.65233080676632,-10.4314741698662,1.78103380235555e-25,2.16894296450859e-21
"2791","GNG11",-2.18747139249153,-10.4039886153632,2.3776745539116e-25,2.89553207175355e-21
"22915","MMRN1",-4.04814325812006,-10.3964236700867,2.57413727549837e-25,3.13478437410192e-21
"7434","VIPR2",-4.16485992228713,-10.3913171625996,2.71576427682721e-25,3.30725773632018e-21
"100130733","LRRC70",-1.77830601127435,-10.3790865352795,3.08714821201475e-25,3.75952909259156e-21
"115677","NOSTRIN",-1.65130348811219,-10.3607318906279,3.74088517193253e-25,4.55564996237943e-21
"5126","PCSK2",-6.9283698816557,-10.3136360012259,6.11433229799519e-25,7.44603387249854e-21
"7516","XRCC2",2.6560876821084,10.3039254738675,6.76433725085698e-25,8.23760990409363e-21
"287","ANK2",-3.82499353662685,-10.2872717341487,8.04228217456766e-25,9.79389123218849e-21
"4222","MEOX1",-3.17674354631645,-10.2479373828661,1.20895800696572e-24,1.47226906088286e-20
"4147","MATN2",-3.35921350753546,-10.2457009451747,1.23724792098148e-24,1.50672051817125e-20
"10252","SPRY1",-2.12170041527841,-10.2408882622892,1.30036956390411e-24,1.58359005492243e-20
"7538","ZFP36",-2.80997102308328,-10.2010083353801,1.96224574867673e-24,2.38962287273853e-20
"1301","COL11A1",5.52528500517,10.1748757088003,2.56727531343142e-24,3.12642787669678e-20
"64388","GREM2",-4.44391293326045,-10.1640668446942,2.86855617359751e-24,3.49332770820705e-20
"9542","NRG2",-3.89739312339812,-10.1548430949364,3.15316969729495e-24,3.83993005736579e-20
"285195","SLC9A9",-2.69778249175223,-10.1495755606896,3.32807664915493e-24,4.05293174334087e-20
"9510","ADAMTS1",-3.23242559342713,-10.128221171893,4.14114202474969e-24,5.04308275774017e-20
"6586","SLIT3",-3.2721652233299,-10.1265208772889,4.21376219504882e-24,5.13151960113045e-20
"165140","OXER1",-2.66419266159599,-10.1210076363226,4.45802157579803e-24,5.42897867500684e-20
"10659","CELF2",-2.81303105337811,-10.0816110075982,6.66246684987473e-24,8.11355212977744e-20
"6517","SLC2A4",-4.78267944412225,-10.0763757700277,7.02703886458404e-24,8.55752792929045e-20
"5241","PGR",-3.28333111927223,-10.0750196637353,7.12465413240786e-24,8.6764038024463e-20
"358","AQP1",-2.95259477610038,-10.046366286422,9.53175051856545e-24,1.1607765781509e-19
"1346","COX7A1",-3.06511690367093,-10.0194562971712,1.25189722156976e-23,1.52456043642765e-19
"51705","EMCN",-2.48682509646033,-10.008206624783,1.40272188163087e-23,1.70823470745007e-19
"221091","LRRN4CL",-3.18008207165692,-10.0025923400699,1.48458927099509e-23,1.80793281421783e-19
"140628","GATA5",-5.04818618421079,-9.99939305255791,1.53333944136228e-23,1.86730077169098e-19
"6663","SOX10",-4.38096263151375,-9.98551376103624,1.76384948324238e-23,2.14801590069257e-19
"395","ARHGAP6",-3.65981206348057,-9.98154814204426,1.83579774447395e-23,2.23563449322037e-19
"11155","LDB3",-3.27801108866502,-9.96194484705574,2.23644244659529e-23,2.72353961146374e-19
"660","BMX",-2.80174708754741,-9.94178239585899,2.73882058476188e-23,3.33533570812301e-19
"5138","PDE2A",-3.08892755495768,-9.93228305832181,3.01277058816111e-23,3.6689520222626e-19
"11259","FILIP1L",-2.60136433867688,-9.90553392111942,3.93860625379742e-23,4.7964346958745e-19
"1960","EGR3",-3.33023284034816,-9.87582728179181,5.29938521167921e-23,6.45359131078294e-19
"388121","TNFAIP8L3",-2.95058893137845,-9.85912982876298,6.25894505214633e-23,7.6221432845038e-19
"10742","RAI2",-3.06597404888787,-9.84911155563895,6.91525363457223e-23,8.42139587618206e-19
"6493","SIM2",2.16109802460778,9.83487612402851,7.96655888288922e-23,9.70167540758249e-19
"145270","PRIMA1",-4.57393268968333,-9.82385411693862,8.88790365920618e-23,1.08236890761813e-18
"84733","CBX2",3.65500517579287,9.82047153713747,9.1912601573808e-23,1.11931166196583e-18
"5199","CFP",-2.82868927505713,-9.82044094388142,9.19405006844642e-23,1.1196514173354e-18
"3316","HSPB2",-2.76759137469197,-9.78312599427962,1.3303686053567e-22,1.62012288760339e-18
"26577","PCOLCE2",-4.87852903554875,-9.78166246052375,1.34975021434965e-22,1.64372581103501e-18
"5745","PTH1R",-3.0521102862672,-9.77284238440021,1.47261510816941e-22,1.7933506787287e-18
"387496","RASL11A",-3.03499610564144,-9.74664419391914,1.90666972231399e-22,2.32194238783398e-18
"1910","EDNRB",-2.71295752835217,-9.74598624571234,1.91906261506114e-22,2.33703445262146e-18
"64499","TPSB2",-3.14229275788906,-9.73839546484262,2.06793646197862e-22,2.51833302339757e-18
"219654","ZCCHC24",-2.48907895740157,-9.7232555106673,2.39983529685489e-22,2.92251942450989e-18
"79915","ATAD5",2.03023874418622,9.71160050870897,2.69078235319502e-22,3.2768347497209e-18
"9068","ANGPTL1",-4.10388674599428,-9.7096444756143,2.74292167831421e-22,3.34033001985105e-18
"79987","SVEP1",-2.64930714198795,-9.70294417340227,2.92921695475478e-22,3.56720040750037e-18
"116535","MRGPRF",-3.36780797776113,-9.69306203052685,3.22705700158641e-22,3.92991001653194e-18
"5737","PTGFR",-3.65099379246469,-9.69140486903222,3.27985656388972e-22,3.9942093235049e-18
"2788","GNG7",-3.45339817936506,-9.69069114407089,3.30285944177767e-22,4.02222222819684e-18
"54437","SEMA5B",3.6048089399353,9.68803795303717,3.38977858850655e-22,4.12807236508328e-18
"3779","KCNMB1",-3.9464411536763,-9.67481542472385,3.85787150470621e-22,4.69811591843122e-18
"7111","TMOD1",-4.11920426708154,-9.65836032432023,4.53057073965042e-22,5.51732904674628e-18
"835","CASP2",1.24958980006737,9.65101691729707,4.86706618116642e-22,5.92711319542446e-18
"5013","OTX1",5.09152036059543,9.61840619139868,6.68590580997753e-22,8.14209609539064e-18
"3090","HIC1",-1.96880428505395,-9.61646075941069,6.81352692671264e-22,8.29751309135065e-18
"7177","TPSAB1",-3.1105262601287,-9.561932956038,1.15577554193159e-21,1.40750345496429e-17
"5579","PRKCB",-3.11161813934335,-9.54983121364368,1.29907762693061e-21,1.5820167340761e-17
"9401","RECQL4",2.30278947546009,9.52245736186917,1.69131463464349e-21,2.05968296206885e-17
"2995","GYPC",-2.50842290190384,-9.51335889052986,1.84603563018352e-21,2.24810219043749e-17
"56099","PCDHGB7",-2.12101908678208,-9.51225480250622,1.86573866691047e-21,2.27209654856357e-17
"4684","NCAM1",-4.78603599923131,-9.49781306932863,2.14344355327241e-21,2.61028555917514e-17
"58189","WFDC1",-3.21609900354456,-9.49706407539538,2.15891202038751e-21,2.62912305842791e-17
"1879","EBF1",-2.56292568949896,-9.48072549790997,2.52521201485778e-21,3.0752031916938e-17
"6790","AURKA",2.77441017833964,9.46923934329515,2.81888885780519e-21,3.43284285103517e-17
"9735","KNTC1",1.84134598753348,9.46446534049087,2.95066679867017e-21,3.59332202742054e-17
"3727","JUND",-1.61384745599876,-9.44891562349281,3.42358920655282e-21,4.16924693574003e-17
"57419","SLC24A3",-2.6987368770782,-9.4192559906883,4.54295600349441e-21,5.53241182105549e-17
"30815","ST6GALNAC6",-1.57208570074079,-9.41657376385523,4.66047605006509e-21,5.67552773376927e-17
"166336","PRICKLE2",-2.44683247486969,-9.3979571239001,5.56326880260197e-21,6.77494874780868e-17
"3708","ITPR1",-2.55412878181623,-9.39185083235065,5.89550309949017e-21,7.17954367455913e-17
"9172","MYOM2",-3.10874490589943,-9.38637850103196,6.20987351622943e-21,7.5623839680642e-17
"2318","FLNC",-4.59979246773759,-9.38635074028147,6.21150982523395e-21,7.56437666516991e-17
"2669","GEM",-2.86949843977477,-9.3821255285253,6.46559436862879e-21,7.87380082211614e-17
"57863","CADM3",-4.84982100886925,-9.36699340976591,7.46280431096617e-21,9.0882030898946e-17
"58494","JAM2",-2.84465442207364,-9.35952394402776,8.00967590306124e-21,9.75418331474798e-17
"482","ATP1B2",-2.91976308597489,-9.34919978906158,8.83133293774832e-21,1.07547972515899e-16
"8736","MYOM1",-3.9084526754449,-9.34163046374872,9.48618784517123e-21,1.15522795578495e-16
"6422","SFRP1",-4.27119360756692,-9.33909530943339,9.71607390120458e-21,1.18322347968869e-16
"257194","NEGR1",-3.82462698668367,-9.33825505781644,9.79347625227407e-21,1.19264953800194e-16
"1359","CPA3",-2.68246983068081,-9.33084268907228,1.05032466253374e-20,1.27908537403359e-16
"3149","HMGB3",2.19096274022084,9.3267433416095,1.09173824830308e-20,1.32951883878349e-16
"90865","IL33",-3.35607487060798,-9.32656901916637,1.09353468356149e-20,1.33170653764118e-16
"7048","TGFBR2",-1.59114515919181,-9.31519292402249,1.21731108704881e-20,1.48244144180804e-16
"80728","ARHGAP39",1.55252940789815,9.30089478373834,1.39268654947178e-20,1.69601367994673e-16
"9837","GINS1",2.92657665420792,9.29558086582372,1.4640458102205e-20,1.78291498768653e-16
"146909","KIF18B",4.13843455269058,9.28234235212242,1.65792972640336e-20,2.01902682081401e-16
"5121","PCP4",-6.2111207108815,-9.28143231834645,1.67215362614048e-20,2.03634868591388e-16
"23492","CBX7",-2.96121843798752,-9.2803770093579,1.68879933358773e-20,2.05661982844313e-16
"10580","SORBS1",-3.83307821480564,-9.27328817959228,1.80493945195494e-20,2.19805526459072e-16
"5178","PEG3",-3.16897035693715,-9.26570506615804,1.93792680206342e-20,2.36000725955284e-16
"1020","CDK5",1.22483502592478,9.26541494367651,1.94320274599324e-20,2.36643230407057e-16
"2305","FOXM1",3.27189637328269,9.23659715809151,2.54460960979551e-20,3.09882558280898e-16
"5136","PDE1A",-2.78727561922073,-9.23654750506267,2.5457902778323e-20,3.10026340034418e-16
"4857","NOVA1",-4.01420969238191,-9.22395892248392,2.86328762485345e-20,3.48691166954653e-16
"256691","MAMDC2",-3.80832277329477,-9.21879178554137,3.00466617319989e-20,3.65908246572282e-16
"6649","SOD3",-3.09412208841323,-9.21339562663611,3.15967904070059e-20,3.84785713576518e-16
"5649","RELN",-4.55000809895918,-9.21119015364614,3.22528715300121e-20,3.92775469492487e-16
"56920","SEMA3G",-2.2180335822563,-9.19438652300433,3.77140419062669e-20,4.59281602334519e-16
"55885","LMO3",-4.52219261896,-9.19239500880331,3.84190348325953e-20,4.67867006191345e-16
"947","CD34",-2.35453067326418,-9.18720356690434,4.03186285660215e-20,4.9100025867701e-16
"1408","CRY2",-1.57826360659925,-9.18386982429863,4.15871250330554e-20,5.06448008652549e-16
"4209","MEF2D",-1.35485087061786,-9.18348307093531,4.1736815780049e-20,5.08270942569437e-16
"11335","CBX3",0.986693022074952,9.18267298528765,4.20520832988603e-20,5.1211027041352e-16
"8605","PLA2G4C",-2.27227063674163,-9.15908913712731,5.23371996619159e-20,6.37362417482812e-16
"1428","CRYM",-3.57391547491281,-9.1554982944387,5.41075149230213e-20,6.58921316732553e-16
"220164","DOK6",-3.46225752735943,-9.15178225102031,5.60018773641984e-20,6.81990862541208e-16
"196740","VSTM4",-2.39873069359846,-9.1178917695808,7.65998600892027e-20,9.3283309616631e-16
"55215","FANCI",2.08138060627472,9.10269719440118,8.8115829084027e-20,1.07307456658528e-15
"10435","CDC42EP2",-2.11227779385096,-9.08735776919554,1.01475028547979e-19,1.23576289765729e-15
"4881","NPR1",-2.57236795989448,-9.08562316534026,1.03106325056753e-19,1.25562882654113e-15
"2353","FOS",-2.86350458271022,-9.08343073897155,1.05205303013535e-19,1.28119018009883e-15
"147463","ANKRD29",-3.41268807017913,-9.07946055242786,1.09114294477514e-19,1.32879387814716e-15
"80177","MYCT1",-1.95920668592862,-9.07869229922954,1.09887115368113e-19,1.33820529095287e-15
"26112","CCDC69",-2.82628962082522,-9.06549407332579,1.24040805485123e-19,1.51056892919782e-15
"4638","MYLK",-3.6455432118716,-9.0611625290545,1.29067526727401e-19,1.57178434048629e-15
"1958","EGR1",-2.93573054480461,-9.04568793901315,1.48725698275941e-19,1.81118155360441e-15
"9104","RGN",-3.36192444869042,-9.04538150844516,1.49143448045657e-19,1.81626891030001e-15
"10235","RASGRP2",-3.11375260156308,-9.03278021055721,1.67364591658388e-19,2.03816599721585e-15
"80727","TTYH3",1.57705126561275,9.02321755499499,1.82644374812169e-19,2.22424319646259e-15
"2247","FGF2",-3.07938017402999,-9.02159164967314,1.85376067789684e-19,2.25750975354277e-15
"10615","SPAG5",2.79256820544955,9.01497694440006,1.96911878550325e-19,2.39799285698585e-15
"653","BMP5",-4.65553241310866,-9.0044656278786,2.16718632821148e-19,2.63919951049594e-15
"5648","MASP1",-3.79236556840101,-8.99997085625456,2.25777607270364e-19,2.74951970133849e-15
"5142","PDE4B",-2.12675001719837,-8.99248035383241,2.41712727395421e-19,2.94357759422144e-15
"25924","MYRIP",-3.44566400099451,-8.97530315020349,2.82572568585456e-19,3.44116874023368e-15
"7049","TGFBR3",-2.54299764856338,-8.97479058449996,2.83891315109352e-19,3.45722843540169e-15
"9928","KIF14",3.52804307372349,8.96444272930153,3.11853765997416e-19,3.79775516231653e-15
"128239","IQGAP3",3.67172510171112,8.95440478563308,3.41573413290898e-19,4.15968102705655e-15
"845","CASQ2",-5.12910423712424,-8.94128353319413,3.84676004511704e-19,4.68458438294353e-15
"8654","PDE5A",-2.35679170996579,-8.94044415564989,3.87609294968706e-19,4.7203059941289e-15
"11004","KIF2C",3.14257070450396,8.93529362117301,4.06098330315004e-19,4.94546546657612e-15
"152926","PPM1K",-1.43839379070834,-8.93461355555234,4.08603804577165e-19,4.97597713214072e-15
"84870","RSPO3",-2.89816323762712,-8.93245469803963,4.16659012107182e-19,5.07407344944126e-15
"27129","HSPB7",-4.18329447184869,-8.93185338553913,4.18930450043395e-19,5.10173502062846e-15
"9934","P2RY14",-3.11235883603386,-8.93080744579327,4.22910634541359e-19,5.15020570744467e-15
"399959","MIR100HG",-3.21559548841913,-8.9281646514555,4.33134650993332e-19,5.27471377979679e-15
"65010","SLC26A6",1.81216329117907,8.92665171813106,4.39097150320931e-19,5.34732509660829e-15
"120892","LRRK2",-2.51953697689782,-8.92548639198232,4.43744938234453e-19,5.40392585781917e-15
"2949","GSTM5",-3.26677007910061,-8.92066852175002,4.63481891497411e-19,5.64428247465547e-15
"79875","THSD4",-2.39824936162714,-8.91980035653341,4.67129523984192e-19,5.68870334307949e-15
"6659","SOX4",2.20036058791963,8.90081648095717,5.54373550877405e-19,6.75116110258503e-15
"254295","PHYHD1",-2.56473140196624,-8.8911164295849,6.04979454081663e-19,7.3674397918065e-15
"9079","LDB2",-1.96082773942361,-8.85476636297761,8.3859278227345e-19,1.02123829025261e-14
"92162","TMEM88",-2.04985948584315,-8.84539623152118,9.12041013454265e-19,1.1106835461846e-14
"285671","RNF180",-2.45101019671625,-8.84026968099824,9.54878369557155e-19,1.1628508784467e-14
"5831","PYCR1",2.51164501391591,8.83888325066689,9.66800814921728e-19,1.17737003241168e-14
"8490","RGS5",-2.69335575006382,-8.83522837382291,9.98939739952552e-19,1.21650881531422e-14
"90627","STARD13",-2.08388174880367,-8.83086878908888,1.03865774065513e-18,1.26487739656982e-14
"10024","TROAP",3.64607699340406,8.83058566060481,1.04129045251801e-18,1.26808351307643e-14
"91851","CHRDL1",-5.21571333979773,-8.82916855834693,1.05456695842871e-18,1.28425164197448e-14
"55920","RCC2",1.49118585287318,8.82659115166551,1.07914403051177e-18,1.31418160035723e-14
"4306","NR3C2",-3.56444303419138,-8.82593453571969,1.08549512920833e-18,1.3219159683499e-14
"4208","MEF2C",-2.09773900558521,-8.82215284230694,1.12279853057443e-18,1.36734405053354e-14
"217","ALDH2",-2.46736123366481,-8.81582570406081,1.1880618738351e-18,1.44682174995638e-14
"2899","GRIK3",-4.16138246241926,-8.81568262115946,1.18958026081194e-18,1.44867084161678e-14
"9314","KLF4",-2.58161161423638,-8.79093662721982,1.4831821735627e-18,1.80621925096466e-14
"8864","PER2",-2.12985766872109,-8.7788269890135,1.65188406466631e-18,2.01166441395063e-14
"55273","TMEM100",-3.54688056715577,-8.77493952319985,1.70995735479486e-18,2.08238606666919e-14
"70","ACTC1",-5.59013396441149,-8.76966476682288,1.79199009217276e-18,2.18228553424799e-14
"2042","EPHA3",-3.01217360141909,-8.7613674331686,1.92895925535549e-18,2.34908658117192e-14
"150468","CKAP2L",3.46908080187929,8.76110878921715,1.93339098986273e-18,2.35448354745483e-14
"9378","NRXN1",-5.76005051175749,-8.75922923189143,1.96589967235821e-18,2.39407262099783e-14
"25891","PAMR1",-2.66000251950366,-8.75857567667307,1.97732951046553e-18,2.40799187784492e-14
"51673","TPPP3",-2.30166685777687,-8.75742871740587,1.99754719218372e-18,2.43261297064134e-14
"6722","SRF",-1.88358701690077,-8.75156869156803,2.1040720940083e-18,2.5623389960833e-14
"1805","DPT",-4.45812429612559,-8.74857400962122,2.16065643398467e-18,2.63124740530653e-14
"63922","CHTF18",1.46798932313829,8.73856640103193,2.36087124562712e-18,2.8750690029247e-14
"145581","LRFN5",-3.93515824670812,-8.73788488095389,2.375153510322e-18,2.89246194487013e-14
"10267","RAMP1",-3.19892211589753,-8.73019398319916,2.54236191643035e-18,3.09608834182888e-14
"2934","GSN",-2.58920298927853,-8.73018716796943,2.54251512287942e-18,3.09627491664256e-14
"641700","ECSCR",-1.88701728342882,-8.72999494139721,2.54684013518879e-18,3.10154191663291e-14
"114898","C1QTNF2",-2.83892158781885,-8.72845069385977,2.58184962122108e-18,3.14417646872303e-14
"8884","SLC5A6",1.61000776085842,8.7207211749142,2.76435398398278e-18,3.36643028169423e-14
"55732","C1orf112",1.47330689635708,8.71379102744028,2.93877892443084e-18,3.57884497417187e-14
"100288637","LOC100288637",1.61272433908875,8.71195540819809,2.98677181420469e-18,3.63729071533847e-14
"1740","DLG2",-3.337822607934,-8.70964447547328,3.04829354074483e-18,3.71221187391905e-14
"11248","NXPH3",-3.36671085736212,-8.70856930003082,3.0773417368704e-18,3.74758676716077e-14
"8914","TIMELESS",1.80837253114788,8.70703791747762,3.11918775915081e-18,3.79854685309386e-14
"4796","TONSL",1.75662842417015,8.70684840891896,3.12440510971644e-18,3.80490054261269e-14
"24137","KIF4A",3.29511299161566,8.70569137761901,3.15644668434973e-18,3.8439207722011e-14
"4998","ORC1",2.63676535512931,8.70525277969045,3.1686773539485e-18,3.85881528163849e-14
