,Unnamed: 0,SYMBOL,FC,DESeq2.STAT,PVAL,ADJ.PVAL
1155,140738,TMEM37,-2.40654896001609,-14.2870789882479,2.63429051617904e-46,3.28601398988174e-42
1156,128153,SPATA17,1.63591982368623,14.2867848773094,2.6454368806714002e-46,3.29991796494951e-42
1159,6696,SPP1,2.2926570219361,14.2860761782598,2.67248869966422e-46,3.33366240396114e-42
1160,8572,PDLIM4,-1.63125152069566,-14.2855563232852,2.6925069992646302e-46,3.3586332308827e-42
1161,57595,PDZD4,-1.85337364944873,-14.2844615446264,2.73515349677476e-46,3.4118304718768294e-42
1164,55137,FIGN,-2.09820409873441,-14.27720858219,3.0351745517696e-46,3.7860767358774e-42
1167,794,CALB2,-2.89296052164007,-14.2739663377621,3.1796744637891502e-46,3.9663259261305896e-42
1168,5999,RGS4,1.91758757463177,14.2732974472876,3.2103267746734502e-46,4.0045616187276597e-42
1174,4680,CEACAM6,3.38965428154234,14.2629444601561,3.72403980012915e-46,4.6453672466811e-42
1176,4604,MYBPC1,-4.13939199274014,-14.2589135406659,3.9454919337305e-46,4.9216066381354295e-42
1178,8322,FZD4,-1.94820041988998,-14.2501482385611,4.4733068330199206e-46,5.58000294350904e-42
1179,114569,MAL2,1.61269523581462,14.2479204566826,4.61829921474638e-46,5.760866440474629e-42
1180,79633,FAT4,-1.55597251547053,-14.2459292221701,4.751849410753121e-46,5.927456954973439e-42
1182,3909,LAMA3,-2.27839339155014,-14.2448254357591,4.8275277526023e-46,6.0218581185961e-42
1184,118932,ANKRD22,2.11930362333475,14.2393543389222,5.22071721155895e-46,6.51232264969864e-42
1188,89958,SAPCD2,2.03251409352958,14.2295684890635,6.0051170248228706e-46,7.49078297676404e-42
1195,257019,FRMD3,-1.73113008505806,-14.2108553524348,7.84612642179068e-46,9.78725809854169e-42
1199,6335,SCN9A,-1.9889938505721,-14.1915881254881,1.03292711126468e-45,1.28847327859156e-41
1200,4674,NAP1L2,-1.99804884642425,-14.1898560279392,1.05875873535351e-45,1.32069564647996e-41
1202,6867,TACC1,-1.57392008089577,-14.1854573040938,1.1272847142473201e-45,1.40617495255211e-41
1204,79007,DBNDD1,1.65673899353942,14.1747113765239,1.31382200982678e-45,1.63886157505792e-41
1207,4240,MFGE8,-1.62050655173876,-14.1545165411286,1.75138053791762e-45,2.18467208299844e-41
1208,79971,WLS,-1.65390475979077,-14.1478745149476,1.92487639200503e-45,2.40109081138707e-41
1210,118430,MUCL1,-4.39102572469748,-14.1426272429387,2.07394599545723e-45,2.58704023473335e-41
1213,11254,SLC6A14,-3.27107470109371,-14.1256230113869,2.64054230845165e-45,3.29381247556259e-41
1216,9636,ISG15,2.22703885869911,14.1194053244577,2.88414832161964e-45,3.59768661638833e-41
1217,6652,SORD,1.67746736509574,14.114816783478,3.07814899561418e-45,3.8396830571291297e-41
1218,9172,MYOM2,-2.0832838819642,-14.1140040278093,3.11384104626658e-45,3.88420532111294e-41
1222,54507,ADAMTSL4,-1.96267484727152,-14.0845972530592,4.7234393095910903e-45,5.89201819478393e-41
1224,2012,EMP1,-1.50963734547837,-14.0825527690417,4.86212013878008e-45,6.06500866111427e-41
1227,22899,ARHGEF15,-1.72522052703833,-14.0804342867612,5.0100953344959204e-45,6.24959292025021e-41
1230,80206,FHOD3,-1.52693156293031,-14.0739505767877,5.4914010538222104e-45,6.84997367453783e-41
1231,10644,IGF2BP2,-2.07585986785707,-14.0717034794437,5.66872678332531e-45,7.07116978951999e-41
1236,35,ACADS,-1.65348300723091,-14.0546681055113,7.21192252088223e-45,8.99615215254849e-41
1243,2318,FLNC,-1.85047934221455,-14.0159798667356,1.24468392969871e-44,1.55261873390617e-40
1247,54538,ROBO4,-1.74099963121935,-13.9979785028892,1.6036764053360202e-44,2.00042594801615e-40
1253,84561,SLC12A8,1.63017656169841,13.9806481056528,2.04616147368787e-44,2.5523818222782498e-40
1257,10659,CELF2,-1.72965468165752,-13.9693621612829,2.39764314336823e-44,2.9908200570375296e-40
1261,64838,FNDC4,-1.66066020238811,-13.9570005299968,2.85185704172554e-44,3.55740647384844e-40
1263,10267,RAMP1,2.11148949951153,13.9543564447425,2.95961130832305e-44,3.6918191460021696e-40
1265,59,ACTA2,-1.62466210461334,-13.947564403055,3.25533575846273e-44,4.0607058251064095e-40
1266,196047,EMX2OS,-2.11856267139006,-13.947044773942,3.27913520458213e-44,4.09039325419575e-40
1274,274,BIN1,-1.62304049456701,-13.8893050972894,7.35453698737427e-44,9.17404943805066e-40
1277,23500,DAAM2,-1.66766708517634,-13.8765556180766,8.786589133937921e-44,1.09603912856742e-39
1279,2348,FOLR1,-3.44342775779732,-13.866621522704,1.00919408590107e-43,1.25886870275299e-39
1281,2788,GNG7,-1.56842881153673,-13.8648029435989,1.03509974958833e-43,1.29118342763648e-39
1283,3084,NRG1,-2.62854949068361,-13.8529942883461,1.22017728960672e-43,1.52204915105543e-39
1287,387590,TPTEP1,-2.07969086556987,-13.8386251619915,1.4902972521430899e-43,1.85899679232329e-39
1291,4435,CITED1,-2.8878476755747,-13.8203262668094,1.9219675310070097e-43,2.39746229817815e-39
1293,90019,SYT8,-2.96489548237921,-13.8093408723111,2.23870568404959e-43,2.79256147028346e-39
1295,63976,PRDM16,-1.78212086742611,-13.8000818558544,2.54563411998691e-43,3.17542400127167e-39
1297,79924,ADM2,1.98312349331179,13.7931263647785,2.8034222999078297e-43,3.49698897690503e-39
1299,26153,KIF26A,-1.64350983883273,-13.7925877794467,2.82443458969523e-43,3.52319970718583e-39
1300,675,BRCA2,1.57938212800287,13.7905980896168,2.90342763248203e-43,3.62173562875809e-39
1303,3479,IGF1,-2.27514641636142,-13.7801246087733,3.35692259462701e-43,4.18742524453774e-39
1308,1634,DCN,-1.80460969062597,-13.7639538450187,4.19918794097293e-43,5.23806703756963e-39
1309,5260,PHKG1,-1.79888139037514,-13.7628231239915,4.26539598078689e-43,5.32065494643356e-39
1312,2034,EPAS1,-1.62650390942015,-13.7552166595769,4.738590169475669e-43,5.910917377403961e-39
1313,23321,TRIM2,-1.64229988055717,-13.754048086672,4.81577521741714e-43,6.00719800620613e-39
1319,51655,RASD1,-2.32809402659474,-13.7424577708193,5.6523872197361496e-43,7.05078781789887e-39
1324,84624,FNDC1,2.24716547908794,13.7144605532765,8.31827497613473e-43,1.03762162052305e-38
1329,3569,IL6,-2.68941395908213,-13.6930393924124,1.1173580089219798e-42,1.39379238032927e-38
1334,6769,STAC,-2.07309935628791,-13.6726054437222,1.47999532309317e-42,1.84614616602642e-38
1335,23498,HAAO,-1.53765787308681,-13.6696029592484,1.54234431100913e-42,1.92392029355279e-38
1341,83439,TCF7L1,-1.60405599616875,-13.655264742961,1.87805558551143e-42,2.34268653736695e-38
1345,27233,SULT1C4,-1.6704383115162,-13.6344847326479,2.4974859274606497e-42,3.11536394591441e-38
1347,6876,TAGLN,-1.53091414304983,-13.6276959111263,2.7409825573334798e-42,3.41910164201778e-38
1348,4232,MEST,-1.72366188276692,-13.6038246263603,3.8002882970565596e-42,4.74047962174835e-38
1350,90993,CREB3L1,1.95737223005058,13.5928927019016,4.4128847212954095e-42,5.5046324013439e-38
1352,55553,SOX6,-2.20217681884151,-13.5889942990741,4.6543180116830693e-42,5.80579628777347e-38
1357,7450,VWF,-1.79135055886476,-13.5724130521821,5.83683350212379e-42,7.28086611054921e-38
1359,112616,CMTM7,-1.51850132820575,-13.5630270681498,6.634075447265569e-42,8.27534571291907e-38
1360,114905,C1QTNF7,-2.35110980287934,-13.5612890166208,6.793170982095269e-42,8.47380148306564e-38
1368,127602,DNAH14,1.53866545110249,13.5240442080721,1.12800180429895e-41,1.4070694506825e-37
1370,138162,C9orf116,1.66404411857751,13.5191377319329,1.2058082795451899e-41,1.50412524790468e-37
1372,91461,PKDCC,-2.15688010601831,-13.496487188713,1.64011827039545e-41,2.04588353049128e-37
1374,5549,PRELP,-2.18446636309195,-13.4915123911192,1.75463875472507e-41,2.18873638264405e-37
1380,286077,FAM83H,1.7208841193488,13.4611282321942,2.64841174282949e-41,3.30362880800551e-37
1381,5730,PTGDS,-2.26730776634976,-13.4610787092774,2.65018749555528e-41,3.30584388195565e-37
1385,64641,EBF2,-1.86803179526842,-13.4431717404692,3.37648091860985e-41,4.21182229787393e-37
1386,23542,MAPK8IP2,2.10278871811557,13.4430388910732,3.38254945936541e-41,4.21939219561241e-37
1387,170575,GIMAP1,-1.61498538708513,-13.4427142219408,3.39742598520133e-41,4.23794917394015e-37
1388,1259,CNGA1,-2.38605180483176,-13.4421774773752,3.42216277100937e-41,4.26880584055709e-37
1391,25890,ABI3BP,-2.07697164918679,-13.4384084933846,3.6009812996446997e-41,4.4918640731768e-37
1393,3945,LDHB,-1.69481974590165,-13.4329632148203,3.87586303904545e-41,4.8347515549053e-37
1395,5740,PTGIS,-1.90828357574217,-13.4303982829303,4.01247639195442e-41,5.00516305132394e-37
1396,27295,PDLIM3,-1.84034479560902,-13.4264431873538,4.23257537838332e-41,5.2797145269953604e-37
1400,1303,COL12A1,1.65235017723586,13.4127297642561,5.09291297912832e-41,6.3528996501646704e-37
1406,306,ANXA3,-1.83066717183421,-13.375640128548,8.39280209526227e-41,1.04691813336302e-36
1407,9,NAT1,2.67431318184759,13.3754609668788,8.413050069892199e-41,1.04944386571835e-36
1408,693199,MIR614,1.89295277339022,13.3742810043982,8.54762262281237e-41,1.06623044596962e-36
1409,375061,FAM89A,-2.21404522657052,-13.3700497628857,9.04802975423794e-41,1.12865123154364e-36
1414,23584,VSIG2,-2.62579135636547,-13.3586590799431,1.0544655902691e-40,1.3153403773016799e-36
1417,30846,EHD2,-1.70182367874142,-13.3453665867514,1.26048970909397e-40,1.57233486312382e-36
1420,3384,ICAM2,-1.56626214990232,-13.3332670233137,1.48260007454879e-40,1.8493953329921698e-36
1424,1842,ECM2,-1.96166895092684,-13.3224175927859,1.7146379964799e-40,2.1388394368090297e-36
1425,8685,MARCO,-2.76979055216677,-13.3157511698397,1.87477312820023e-40,2.3385920001169697e-36
1426,3547,IGSF1,-2.75386204217287,-13.3117861912804,1.97698113589995e-40,2.4660862689215897e-36
1427,57402,S100A14,2.43095504750382,13.3113956109832,1.98734438309273e-40,2.4790133834698697e-36
1428,79632,FAM184A,-1.64247131539027,-13.3112634386256,1.99086352494478e-40,2.4834031610161197e-36
1431,135293,PM20D2,-1.80068250652603,-13.3060996503809,2.1333114186179002e-40,2.66109266358396e-36
1433,79148,MMP28,-1.98240796805649,-13.3035268451913,2.2080226139295797e-40,2.75428740861576e-36
1435,23493,HEY2,-1.65718264548912,-13.295014039158,2.4742678499295398e-40,3.0864017160021e-36
1436,1906,EDN1,-1.6333347978432,-13.2878247634591,2.7238195769039e-40,3.39769254022992e-36
1441,79836,LONRF3,-1.52468747781713,-13.2542562287744,4.2632255807625796e-40,5.3179475894432394e-36
1444,83849,SYT15,-1.63246896223934,-13.2527948467853,4.347076535492669e-40,5.4225432703735593e-36
1447,5140,PDE3B,-2.70870818943896,-13.2458069350897,4.771258353018e-40,5.9516676695546595e-36
1450,54510,PCDH18,-1.58811525345283,-13.2383673104105,5.268163490950319e-40,6.571507138611429e-36
1463,25818,KLK5,-3.67490090036257,-13.1733438250373,1.24939122690781e-39,1.5584906164448e-35
1465,116835,HSPA12B,-1.50530725033415,-13.1676081690605,1.34800853584189e-39,1.68150584760917e-35
1466,10809,STARD10,1.65358955619733,13.1653107341724,1.38964728351394e-39,1.7334460214552902e-35
1468,56603,CYP26B1,-2.05927183229926,-13.1564607707428,1.56234549506483e-39,1.9488697705438602e-35
1470,9899,SV2B,-2.05423202589565,-13.1380594005648,1.99271833582359e-39,2.48571685210634e-35
1474,4283,CXCL9,2.33749662728317,13.1209888646233,2.49655858522324e-39,3.11420717920747e-35
1481,1268,CNR1,-2.42927762041994,-13.0997660458551,3.30274140515566e-39,4.11983962879118e-35
1482,55808,ST6GALNAC1,-2.20372735529874,-13.097881762385,3.38575515877372e-39,4.22339098505434e-35
1490,4921,DDR2,-1.84887606372952,-13.0781221675644,4.39155422568943e-39,5.47802474112499e-35
1496,3294,HSD17B2,-2.81867365344632,-13.0564399615953,5.83953439934961e-39,7.2842352097487e-35
1498,4162,MCAM,-1.81014430612302,-13.0465584923553,6.64834219938318e-39,8.29314205951057e-35
1513,158471,PRUNE2,-1.63805138685347,-13.0092967047586,1.08334524822881e-38,1.35136486264061e-34
1514,8447,DOC2B,-1.96881230803022,-13.0047251225354,1.15011709536425e-38,1.43465606475736e-34
1515,9073,CLDN8,-3.05683824580673,-13.0018705958875,1.19386867297967e-38,1.4892317826748398e-34
1528,2001,ELF5,-3.26897833606902,-12.9207602766001,3.43728176283421e-38,4.2876652709594e-34
1533,80243,PREX2,-1.83093266662321,-12.9067023478667,4.12595377381098e-38,5.146714737451809e-34
1535,168537,GIMAP7,-1.62785378972722,-12.8984119092917,4.59468459872907e-38,5.731409568454649e-34
1539,84152,PPP1R1B,-2.67139004180353,-12.8933947306202,4.90367867047086e-38,6.1168487735453495e-34
1559,290,ANPEP,-1.93770206740508,-12.8136293712398,1.37547397965383e-37,1.7157662422201898e-33
1560,7481,WNT11,-2.45799999128479,-12.8095810849985,1.44914782572024e-37,1.80766699780343e-33
1566,9368,SLC9A3R1,1.64541620268015,12.7886737476162,1.896832689429e-37,2.3661090967937298e-33
1568,57526,PCDH19,-1.68020388034866,-12.7838304496105,2.0187679714378e-37,2.51821116757151e-33
